"data","series","period","type","description","value_type","time","date","value"
"M3","N0647","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= BA )","xx",1994,1994-01-01,4240.2
"M3","N0647","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= BA )","xx",1994.25,1994-04-01,4320.8
"M3","N0647","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= BA )","xx",1994.5,1994-07-01,4268.4
"M3","N0647","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= BA )","xx",1994.75,1994-10-01,4292.6
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1983.5,1983-07-01,1549.72
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1983.75,1983-10-01,1615.08
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1984,1984-01-01,1620.33
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1984.25,1984-04-01,1634.41
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1984.5,1984-07-01,1675.18
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1984.75,1984-10-01,1675.56
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1985,1985-01-01,1758.63
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1985.25,1985-04-01,1813.42
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1985.5,1985-07-01,1781.78
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1985.75,1985-10-01,1777.58
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1986,1986-01-01,1861.23
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1986.25,1986-04-01,1892.73
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1986.5,1986-07-01,1855.28
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1986.75,1986-10-01,2476.07
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1987,1987-01-01,2557.42
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1987.25,1987-04-01,2671.19
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1987.5,1987-07-01,2676.97
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1987.75,1987-10-01,2701.72
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1988,1988-01-01,2804.13
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1988.25,1988-04-01,2874.18
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1988.5,1988-07-01,2888.41
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1988.75,1988-10-01,2908.03
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1989,1989-01-01,3045.86
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1989.25,1989-04-01,3241.99
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1989.5,1989-07-01,3329.31
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1989.75,1989-10-01,3276.79
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1990,1990-01-01,3516.1
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1990.25,1990-04-01,3613.5
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1990.5,1990-07-01,3619.21
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1990.75,1990-10-01,3663.33
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1991,1991-01-01,3891.86
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1991.25,1991-04-01,4205.34
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1991.5,1991-07-01,4235.5
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1991.75,1991-10-01,4541.31
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1992,1992-01-01,4863.54
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1992.25,1992-04-01,5080.75
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1992.5,1992-07-01,5326.9
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","x",1992.75,1992-10-01,5383.65
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1993,1993-01-01,5405.5
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1993.25,1993-04-01,5935.5
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1993.5,1993-07-01,5864.65
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1993.75,1993-10-01,5800.1
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1994,1994-01-01,5853.55
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1994.25,1994-04-01,5948
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1994.5,1994-07-01,5970
"M3","N0648","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= DAL)","xx",1994.75,1994-10-01,5692
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1984,1984-01-01,2182.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1984.25,1984-04-01,2189.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1984.5,1984-07-01,2136.7
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1984.75,1984-10-01,2155.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1985,1985-01-01,2141.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1985.25,1985-04-01,2267.34
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1985.5,1985-07-01,2308.44
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1985.75,1985-10-01,2428.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1986,1986-01-01,2443.7
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1986.25,1986-04-01,2519.86
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1986.5,1986-07-01,2585
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1986.75,1986-10-01,2580.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1987,1987-01-01,2593.5
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1987.25,1987-04-01,2730.16
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1987.5,1987-07-01,2772.74
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1987.75,1987-10-01,2890.2
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1988,1988-01-01,4181.36
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1988.25,1988-04-01,4341.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1988.5,1988-07-01,4391.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1988.75,1988-10-01,4592.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1989,1989-01-01,4651.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1989.25,1989-04-01,4671.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1989.5,1989-07-01,4737.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1989.75,1989-10-01,4730.4
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1990,1990-01-01,4604.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1990.25,1990-04-01,4663.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1990.5,1990-07-01,4767.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1990.75,1990-10-01,4825
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1991,1991-01-01,4808
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1991.25,1991-04-01,4840
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1991.5,1991-07-01,4958
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1991.75,1991-10-01,4834
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1992,1992-01-01,4904.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1992.25,1992-04-01,5014
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1992.5,1992-07-01,5023.2
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","x",1992.75,1992-10-01,4068.2
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1993,1993-01-01,4713
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1993.25,1993-04-01,4201
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1993.5,1993-07-01,4085.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1993.75,1993-10-01,4065
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1994,1994-01-01,3940.2
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1994.25,1994-04-01,3686.8
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1994.5,1994-07-01,3816.6
"M3","N0649","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= EK )","xx",1994.75,1994-10-01,2993.6
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1984,1984-01-01,875.51
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1984.25,1984-04-01,917.23
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1984.5,1984-07-01,999.89
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1984.75,1984-10-01,1014.7
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1985,1985-01-01,1010.2
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1985.25,1985-04-01,1065.72
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1985.5,1985-07-01,1090.13
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1985.75,1985-10-01,1075.93
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1986,1986-01-01,1095.09
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1986.25,1986-04-01,1083.43
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1986.5,1986-07-01,1053.22
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1986.75,1986-10-01,1040.04
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1987,1987-01-01,1037.43
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1987.25,1987-04-01,1065.84
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1987.5,1987-07-01,1086.51
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1987.75,1987-10-01,1249.39
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1988,1988-01-01,1238.08
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1988.25,1988-04-01,1406.19
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1988.5,1988-07-01,1698.22
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1988.75,1988-10-01,1774.87
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1989,1989-01-01,1775.79
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1989.25,1989-04-01,1861.52
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1989.5,1989-07-01,1874.01
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1989.75,1989-10-01,1996.99
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1990,1990-01-01,2039.72
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1990.25,1990-04-01,2318.26
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1990.5,1990-07-01,2558.82
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1990.75,1990-10-01,2688.16
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1991,1991-01-01,2735.26
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1991.25,1991-04-01,2911.08
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1991.5,1991-07-01,3032.97
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1991.75,1991-10-01,3146.05
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1992,1992-01-01,3252.58
"M3","N0650","QUARTERLY","MICRO","ASSETS-TOTAL QUANTITY (CODE= INT)","x",1992.25,1992-04-01,3441.94
